qseqid	sseqid	genus	prevalence
Annotated_MAGs.concoct.117	UHO394_k141_17058	g_Lactococcus	NA
Annotated_MAGs.concoct.117	UHO394_k141_17058	g_Lactococcus	NA
Annotated_MAGs.concoct.117	SRR7685243_k141_540440	g_Lactococcus	NA
Annotated_MAGs.concoct.117	UHO394_k141_17058	g_Lactococcus	NA
Annotated_MAGs.concoct.117	SRR7685243_k141_540440	g_Lactococcus	NA
Annotated_MAGs.concoct.106	ERR2241753_k141_175087	g_Enterococcus	NA
Annotated_MAGs.concoct.106	ERR2241984_k141_99940	g_Enterococcus	NA
Annotated_MAGs.concoct.106	SRR6323128_k141_7427	g_Enterococcus	NA
Annotated_MAGs.concoct.106	UHO194_k141_18997|provirus_1_29369	g_Enterococcus	NA
Annotated_MAGs.concoct.106	UHO194_k141_18997|provirus_1_29369	g_Enterococcus	NA
Annotated_MAGs.concoct.118	ERR2241863_k141_991787	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.118	SRR7457761_k141_877247	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.118	LH1_588_k141_45635	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.118	SRR7685246_k141_101181|provirus_3_41940	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.118	SRR7685246_k141_101181|provirus_3_41940	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.118	LH1_588_k141_45635	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.118	SRR7457761_k141_877247	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.118	ERR2241863_k141_991787	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.118	ERR2241863_k141_991787	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.118	SRR7457761_k141_877247	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.118	LH1_588_k141_45635	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.118	SRR7685246_k141_101181|provirus_3_41940	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.118	LH1_588_k141_45635	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.118	SRR7457761_k141_877247	g_Limosilactobacillus	NA
Annotated_MAGs.concoct.153	ERR2241898_k141_59282	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.153	UHO405_k141_5046_1	g_Ligilactobacillus	Prevalent in LB
Annotated_MAGs.concoct.153	ERR2241866_k141_381443	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.153	LH1_593_k141_78827	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.153	ERR2241860_k141_144592	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.153	UHO405_k141_5046_1	g_Ligilactobacillus	Prevalent in LB
Annotated_MAGs.concoct.153	ERR2241860_k141_254779	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.153	ERR2241954_k141_367858	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.153	ERR2241860_k141_254779	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.153	ERR2241866_k141_381443	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.2	UHO135_k141_27454	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241889_k141_410262|provirus_34326_75010	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR7685264_k141_202540	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241849_k141_796594	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241849_k141_712656|provirus_2_19461	g_Enterococcus	NA
Annotated_MAGs.concoct.2	UHO171_k141_8696	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241980_k141_527951	g_Enterococcus	NA
Annotated_MAGs.concoct.2	UHO135_k141_27454	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR7457778_k141_290930|provirus_52322_87221	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241980_k141_17034	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR6323426_k141_61620	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241632_k141_454153	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241693_k141_597364|provirus_9395_53719	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241808_k141_127521_1	g_Enterococcus	NA
Annotated_MAGs.concoct.2	LH1_581_k141_100572|provirus_8312_45581	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR6323450_k141_82134|provirus_315_44116	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241799_k141_287599	g_Enterococcus	NA
Annotated_MAGs.concoct.2	UHO419_k141_92261|provirus_569_41640	g_Enterococcus	Prevalent in LB
Annotated_MAGs.concoct.2	ERR2241727_k141_60197|provirus_5018_64784	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241632_k141_454153	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241728_k141_501462	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241743_k141_918721	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR8840690_k141_40629	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241743_k141_918721	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR6323549_k141_93398	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR6323426_k141_239991|provirus_16110_53603	g_Enterococcus	NA
Annotated_MAGs.concoct.2	UHO419_k141_92261|provirus_569_41640	g_Enterococcus	Prevalent in LB
Annotated_MAGs.concoct.2	SRR4096733_k119_302077	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR6323172_k141_37620	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241984_k141_324500|provirus_4536_42212	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241984_k141_324500|provirus_4536_42212	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241852_k141_264573|provirus_4914_43102	g_Enterococcus	NA
Annotated_MAGs.concoct.2	UHO419_k141_92261|provirus_569_41640	g_Enterococcus	Prevalent in LB
Annotated_MAGs.concoct.2	SRR6323269_k141_7509|provirus_98733_154030	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241904_k141_739567|provirus_10891_30162	g_Enterococcus	NA
Annotated_MAGs.concoct.2	UHO419_k141_92261|provirus_569_41640	g_Enterococcus	Prevalent in LB
Annotated_MAGs.concoct.2	ERR2241760_k141_293233|provirus_420_44206	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241808_k141_94912	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR6323549_k141_88141	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR6323450_k141_82134|provirus_315_44116	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR7685272_k141_801451	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR7457750_k141_315173	g_Enterococcus	NA
Annotated_MAGs.concoct.2	UHO245_k141_82605	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241858_k141_1025457	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241980_k141_1112121	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241730_k141_509354	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241980_k141_720469	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR6323338_k141_95737|provirus_2_29167	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR6323549_k141_93398	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241693_k141_597364|provirus_9395_53719	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241849_k141_796594	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR6323450_k141_82134|provirus_315_44116	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241980_k141_1112121	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241693_k141_75020|provirus_5639_44939_1	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241858_k141_1025457	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR7685272_k141_801451	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241904_k141_576696|provirus_108429_134109	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR6323207_k141_15490	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241628_k141_569268|provirus_20825_44435	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR4096749_k119_106588	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241783_k141_148793|provirus_125884_163506	g_Enterococcus	NA
Annotated_MAGs.concoct.2	UHO135_k141_27454	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241889_k141_410262|provirus_34326_75010	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR6323450_k141_82134|provirus_315_44116	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241980_k141_1112121	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241693_k141_75020|provirus_5639_44939_1	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241858_k141_1025457	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR7685272_k141_801451	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR6323450_k141_82134|provirus_315_44116	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR7685272_k141_801451	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR7457750_k141_315173	g_Enterococcus	NA
Annotated_MAGs.concoct.2	UHO245_k141_82605	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241858_k141_1025457	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241980_k141_1112121	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241730_k141_509354	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241980_k141_720469	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR6323338_k141_95737|provirus_2_29167	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR6323549_k141_93398	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241693_k141_597364|provirus_9395_53719	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241849_k141_796594	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241980_k141_1112121	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241693_k141_75020|provirus_5639_44939_1	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241858_k141_1025457	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR7685272_k141_801451	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241904_k141_576696|provirus_108429_134109	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241628_k141_569268|provirus_20825_44435	g_Enterococcus	NA
Annotated_MAGs.concoct.2	SRR4096749_k119_106588	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241783_k141_148793|provirus_125884_163506	g_Enterococcus	NA
Annotated_MAGs.concoct.2	UHO135_k141_27454	g_Enterococcus	NA
Annotated_MAGs.concoct.2	ERR2241889_k141_410262|provirus_34326_75010	g_Enterococcus	NA
Annotated_MAGs.concoct.29	UHO79_k141_124005|provirus_4741_47861	g_Corynebacterium	NA
Annotated_MAGs.concoct.51	SRR6323498_k141_21588|provirus_3_39172_1	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	ERR2241758_k141_287565	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	UHO127_k141_49979	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	ERR2241747_k141_712449	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	SRR6323520_k141_60232	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	ERR2241888_k141_768843	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	SRR6323199_k141_16200	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	SRR7685265_k141_60948|provirus_4605_47848	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	SRR12730737_k141_106422|provirus_9588_51987	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	UHO322_k141_40962	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	SRR7685264_k141_123975	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	ERR2241688_k141_156135|provirus_63915_111471	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	UHO363_k141_23888	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	ERR2241984_k141_297612|provirus_1_45350	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	UHO411_k141_45637|provirus_2_29123	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	UHO83_k141_21185|provirus_8775_42435	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	UHO408_k141_22507	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	ERR2241984_k141_388622	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	UHO427_k141_8171	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	UHO425_k141_72244	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	UHO290_k141_14972	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	SRR6323273_k141_10272	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	ERR2241894_k141_221250|provirus_13946_52222	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	SRR6323464_k141_315891	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	UHO397_k141_49786|provirus_5593_45614	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	ERR2241890_k141_600875	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	ERR2241902_k141_208195	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	UHO246_k141_26355	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	LH1_585_k141_52478	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	SRR6323496_k141_172594	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	ERR2241754_k141_656330	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	SRR7683045_k141_425438	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	ERR2241753_k141_768363	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	SRR12730737_k141_106422|provirus_9588_51987	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	SRR6323418_k141_7297|provirus_154_39470	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	ERR2241982_k141_172527	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	UHO363_k141_487	g_Lactobacillus	Prevalent in LB
Annotated_MAGs.concoct.51	UHO363_k141_23888	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	ERR2241901_k141_310241	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	SRR6323525_k141_39067	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	UHO201_k141_31057	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	SRR12730744_k141_244280	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	UHO314_k141_40662	g_Lactobacillus	Prevalent in LSL
Annotated_MAGs.concoct.51	UHO363_k141_23888	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	UHO411_k141_45637|provirus_2_29123	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	SRR12730744_k141_244280	g_Lactobacillus	NA
Annotated_MAGs.concoct.51	LH1_352_k141_491316	g_Lactobacillus	NA
Annotated_MAGs.concoct.30	ERR2241853_k141_425830	Unknown	NA
Annotated_MAGs.concoct.30	SRR6323422_k141_67597	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	ERR2241939_k141_464190	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	UHO418_k141_38679	Unknown	NA
Annotated_MAGs.concoct.30	UHO418_k141_38679	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	SRR6323422_k141_102861	Unknown	NA
Annotated_MAGs.concoct.30	SRR6323422_k141_102861	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	ERR2241853_k141_425830	Unknown	NA
Annotated_MAGs.concoct.30	ERR2241853_k141_425830	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	ERR2241939_k141_464190	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	ERR2241939_k141_464190	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	ERR2241939_k141_464190	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	UHO418_k141_38679	Unknown	NA
Annotated_MAGs.concoct.30	UHO418_k141_38679	Unknown	NA
Annotated_MAGs.concoct.30	ERR2241939_k141_464190	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	ERR2241853_k141_425830	Unknown	NA
Annotated_MAGs.concoct.30	ERR2241954_k141_77669	Unknown	NA
Annotated_MAGs.concoct.30	LH1_343_k141_59634	Unknown	NA
Annotated_MAGs.concoct.30	SRR7685272_k141_1428148	Unknown	NA
Annotated_MAGs.concoct.30	ERR2241853_k141_425830	Unknown	NA
Annotated_MAGs.concoct.30	ERR2241853_k141_425830	Unknown	NA
Annotated_MAGs.concoct.30	ERR2241853_k141_425830	Unknown	NA
Annotated_MAGs.concoct.31	SRR7683029_k141_911818|provirus_512_48977_1	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.31	SRR7683057_k141_155116	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.31	SRR7457778_k141_461138	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.31	SRR6323092_k141_10215	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.31	ERR2241888_k141_528782	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.31	ERR2245455_k141_765735	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.35	UHO423_k141_2658	g_Romboutsia	NA
Annotated_MAGs.concoct.35	UHO423_k141_2658	g_Romboutsia	NA
Annotated_MAGs.concoct.35	ERR2241695_k141_866168	g_Romboutsia	NA
Annotated_MAGs.concoct.35	ERR2241759_k141_545185	g_Romboutsia	NA
Annotated_MAGs.concoct.35	UHO387_k141_19080	g_Romboutsia	NA
Annotated_MAGs.concoct.35	ERR2241687_k141_283820	g_Romboutsia	NA
Annotated_MAGs.concoct.35	ERR2241935_k141_20042	g_Romboutsia	NA
Annotated_MAGs.concoct.35	ERR2241695_k141_866168	g_Romboutsia	NA
Annotated_MAGs.concoct.35	UHO267_k141_64965	g_Romboutsia	NA
Annotated_MAGs.concoct.35	SRR7685276_k141_1522189	g_Romboutsia	NA
Annotated_MAGs.concoct.35	UHO305_k141_103463	g_Romboutsia	NA
Annotated_MAGs.concoct.35	ERR2241759_k141_545185	g_Romboutsia	NA
Annotated_MAGs.concoct.35	UHO423_k141_2658	g_Romboutsia	NA
Annotated_MAGs.concoct.35	UHO423_k141_2658	g_Romboutsia	NA
Annotated_MAGs.concoct.35	ERR2241695_k141_866168	g_Romboutsia	NA
Annotated_MAGs.concoct.35	ERR2241759_k141_545185	g_Romboutsia	NA
Annotated_MAGs.concoct.35	UHO387_k141_19080	g_Romboutsia	NA
Annotated_MAGs.concoct.35	ERR2241687_k141_283820	g_Romboutsia	NA
Annotated_MAGs.concoct.35	ERR2241935_k141_20042	g_Romboutsia	NA
Annotated_MAGs.concoct.35	ERR2241695_k141_866168	g_Romboutsia	NA
Annotated_MAGs.concoct.35	UHO267_k141_64965	g_Romboutsia	NA
Annotated_MAGs.concoct.35	SRR7685276_k141_1522189	g_Romboutsia	NA
Annotated_MAGs.concoct.35	UHO305_k141_103463	g_Romboutsia	NA
Annotated_MAGs.concoct.35	ERR2241759_k141_545185	g_Romboutsia	NA
Annotated_MAGs.concoct.35	UHO305_k141_103463	g_Romboutsia	NA
Annotated_MAGs.concoct.35	UHO90_k141_67708	g_Romboutsia	NA
Annotated_MAGs.concoct.35	ERR2241695_k141_866168	g_Romboutsia	NA
Annotated_MAGs.concoct.35	UHO90_k141_67708	g_Romboutsia	NA
Annotated_MAGs.concoct.35	UHO27_k141_101588	g_Romboutsia	NA
Annotated_MAGs.concoct.35	UHO27_k141_101588	g_Romboutsia	NA
Annotated_MAGs.concoct.135	UHO245_k141_82605	g_Enterococcus	NA
Annotated_MAGs.concoct.135	UHO98_k141_169624|provirus_174238_253258	g_Enterococcus	NA
Annotated_MAGs.concoct.137	ERR2241828_k141_144321	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.137	ERR2241904_k141_484861|provirus_25743_51082	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.137	SRR7457749_k141_601346	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.137	SRR7457749_k141_601346	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.137	ERR2241904_k141_484861|provirus_25743_51082	g_Ligilactobacillus	NA
Annotated_MAGs.concoct.138	SRR7683043_k141_835315|provirus_4999_34076	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683027_k141_1323406	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241690_k141_492465	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683027_k141_1323406	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241690_k141_492465	Unknown	NA
Annotated_MAGs.concoct.138	SRR12730712_k141_34043	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683043_k141_835315|provirus_4999_34076	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683043_k141_835315|provirus_4999_34076	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457780_k141_344565	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683030_k141_213206	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457775_k141_1139408	Unknown	NA
Annotated_MAGs.concoct.138	SRR4096754_k119_97644|provirus_10142_48699	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683060_k141_400195|provirus_15_35829	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457735_k141_623314|provirus_1_26779	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241744_k141_370084	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685274_k141_705493	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685274_k141_705493	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685272_k141_1668229	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683042_k141_107633	Unknown	NA
Annotated_MAGs.concoct.138	SRR2134673_k119_476880	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685273_k141_521106	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685273_k141_521106	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685273_k141_521106	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241856_k141_116017	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685266_k141_1379199	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457772_k141_304970	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683043_k141_951741	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685254_k141_353132	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241937_k141_123895	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683043_k141_951741	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685274_k141_594961	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683043_k141_951741	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683041_k141_1529089	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685276_k141_394158	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685273_k141_521106	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685266_k141_718823|provirus_1_38392	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241895_k141_5779	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683027_k141_1362	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685276_k141_21871	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683027_k141_878548	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683049_k141_1466610	Unknown	NA
Annotated_MAGs.concoct.138	SRR4096756_k119_146615	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241858_k141_444536	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683060_k141_678865	Unknown	NA
Annotated_MAGs.concoct.138	SRR4096756_k119_146615	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683060_k141_678865	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685266_k141_65297|provirus_3_33563	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683049_k141_537125|provirus_31116_57572	Unknown	NA
Annotated_MAGs.concoct.138	SRR10897117_k141_64981	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241858_k141_444536	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683063_k141_967824	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683063_k141_967824	Unknown	NA
Annotated_MAGs.concoct.138	SRR4096756_k119_146615	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457759_k141_699317	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683060_k141_738959|provirus_1_23186	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241950_k141_588135	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683049_k141_1195590|provirus_29682_75062	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683049_k141_1195590|provirus_29682_75062	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457767_k141_113186	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683049_k141_1195590|provirus_29682_75062	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683049_k141_1195590|provirus_29682_75062	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241726_k141_2681	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685273_k141_993534	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685273_k141_993534	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685278_k141_256148	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685245_k141_15099	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683043_k141_944440	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457756_k141_353599|provirus_6331_37445	Unknown	NA
Annotated_MAGs.concoct.138	ERR2241895_k141_97754	Unknown	NA
Annotated_MAGs.concoct.138	SRR7457756_k141_353599|provirus_6331_37445	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685274_k141_926513	Unknown	NA
Annotated_MAGs.concoct.138	SRR7685245_k141_880031	Unknown	NA
Annotated_MAGs.concoct.138	SRR7683043_k141_944440	Unknown	NA
